#Rank,CustomerId,Surname,Balance,CreditScore,Gender,Age,HasCrCard,EstimatedSalary
3961,15711287,Ahmed,128415,661,Female,35,1,142626
3962,15613880,Higinbotham,128469,591,Male,58,0,137255
3963,15702095,Clarke,128473,585,Female,56,1,186477
3964,15628298,Johnstone,128486,500,Female,47,1,179227
3965,15673578,Page,128487,611,Female,40,1,10109
3966,15724154,Manna,128505,625,Female,49,1,126813
3967,15763063,Price,128510,685,Female,25,1,121562
3968,15664639,McGregor,128515,645,Male,19,0,175969
3969,15624993,Chiang,128519,753,Female,36,1,44568
3970,15695197,Tochukwu,128524,553,Female,25,1,20682
3971,15681007,Yen,128548,850,Female,35,1,75479
3972,15778915,Harris,128551,737,Female,32,0,189403
3973,15568953,Alexeieva,128555,477,Male,27,1,133173
3974,15814923,Sullivan,128579,606,Male,38,1,193879
3975,15644400,Anderson,128602,709,Male,44,1,117031
3976,15662100,Hsu,128605,850,Female,44,0,171096
3977,15610711,Eluemuno,128644,678,Female,40,0,167673
3978,15769548,Hyde,128646,668,Female,37,1,92150
3979,15628992,Esposito,128648,850,Male,32,0,54416
3980,15624611,Marsden,128650,497,Male,37,1,163642
3981,15800515,Singh,128654,516,Male,35,1,127558
3982,15669994,Greece,128664,556,Female,31,1,125083
3983,15739578,Chiazagomekpere,128664,850,Male,49,1,65769
3984,15632051,Douglas,128707,550,Female,42,1,63093
3985,15669281,Ch'iu,128719,711,Male,38,0,114793
3986,15637414,Gell,128736,618,Female,24,0,37148
3987,15766172,Tsao,128744,541,Male,34,1,134851
3988,15795519,Vasiliev,128744,716,Female,18,0,197322
3989,15617991,Andrews,128744,555,Male,29,1,47455
3990,15612494,Panicucci,128748,359,Female,44,1,146956
3991,15763256,Sheppard,128752,661,Female,64,1,189398
3992,15658258,Trejo,128760,693,Male,43,1,36343
3993,15814237,Watkins,128771,627,Male,30,1,40199
3994,15658980,Matthews,128794,711,Male,26,1,19262
3995,15662098,Palmer,128809,650,Male,41,0,113678
3996,15610727,Ch'in,128829,605,Male,36,1,190589
3997,15623489,Tu,128844,543,Female,67,1,134612
3998,15658409,Mao,128877,686,Male,41,1,106939
3999,15651983,Fang,128882,591,Female,56,1,196242
4000,15798844,Chijindum,128915,678,Male,54,0,191746
4001,15718153,Kao,128918,759,Female,74,1,48245
4002,15772421,Tretiakov,128928,645,Female,31,1,2850
4003,15811594,Gordon,128930,660,Female,28,1,198070
4004,15642579,Chang,128932,731,Female,37,1,180713
4005,15665784,She,128940,637,Male,27,1,46787
4006,15674149,Esomchi,128960,599,Male,36,1,40318
4007,15811690,Bayley,128966,793,Male,54,0,18633
4008,15612966,Milani,128981,545,Female,60,0,176924
4009,15685300,Meng,128994,603,Male,35,1,130484
4010,15727868,Onuora,129022,711,Female,38,1,14375
4011,15594928,Pagnotto,129055,798,Female,38,1,157148
4012,15575243,Gorbunova,129069,764,Female,39,1,187905
4013,15628034,Wilder,129101,629,Female,37,1,23971
4014,15652693,Greco,129109,573,Female,26,0,149815
4015,15727499,Boyle,129119,666,Female,36,0,139435
4016,15745307,Ch'iu,129121,477,Female,48,0,26476
4017,15681887,Eskridge,129143,758,Male,33,1,26606
4018,15705777,Real,129165,710,Male,49,1,193267
4019,15574324,Genovese,129177,568,Female,29,0,104618
4020,15677395,Nwabugwu,129189,633,Female,39,0,170999
4021,15624936,Yen,129205,631,Male,35,1,79146
4022,15775203,Chia,129209,824,Male,45,0,60152
4023,15699772,Barclay,129248,428,Female,40,1,72876
4024,15707291,Percy,129250,477,Male,48,1,157937
4025,15593128,Vinogradoff,129255,608,Female,56,1,142492
4026,15750407,Hunt,129264,768,Female,43,0,19150
4027,15787161,Pisani,129269,591,Male,46,1,163504
4028,15574122,Tien,129278,817,Male,34,0,165563
4029,15677796,Becher,129290,766,Male,47,1,169935
4030,15651533,Brown,129294,570,Female,50,1,177805
4031,15648067,Onwuamaeze,129299,583,Male,39,1,73108
4032,15609928,Johnston,129305,850,Male,43,0,19245
4033,15690678,Brooks,129307,530,Female,33,1,172930
4034,15602479,Fleming,129313,609,Male,37,1,26794
4035,15773869,Onwudiwe,129321,797,Male,59,1,93625
4036,15593510,Capon,129336,638,Female,33,1,56585
4037,15783615,Ramos,129371,630,Male,50,1,47775
4038,15590011,Hughes,129378,749,Male,38,1,13549
4039,15566378,Tillman,129388,515,Male,48,0,147956
4040,15774727,Monaldo,129398,757,Female,34,0,44965
4041,15579808,Kramer,129402,754,Female,39,1,87685
4042,15788683,Kang,129418,588,Female,34,1,153727
4043,15684769,Whitson,129431,542,Male,67,0,21344
4044,15682472,Culbreth,129433,828,Male,34,0,38132
4045,15675791,Williams,129440,610,Male,36,1,102638
4046,15650313,Okonkwo,129472,632,Male,65,1,85179
4047,15640905,Vasin,129490,579,Female,35,0,8591
4048,15747795,Pai,129499,593,Female,38,1,154071
4049,15745844,Kerr,129502,642,Female,40,0,86099
4050,15783752,Lindsay,129515,752,Male,29,1,102930
4051,15639252,Shao,129549,603,Male,30,1,19283
4052,15762216,Barrera,129554,686,Female,41,1,187600
4053,15619857,Crawford,129556,605,Female,64,1,13602
4054,15611171,Fowler,129575,740,Male,33,1,123300
4055,15736228,Chambers,129597,645,Female,40,1,103233
4056,15571002,Yusupov,129606,706,Female,44,0,69865
4057,15651022,Yost,129609,480,Male,44,1,5473
4058,15780716,Colombo,129626,686,Male,39,1,103221
4059,15578761,Cunningham,129634,459,Female,42,1,177683
4060,15615430,Adams,129647,678,Male,55,1,184125
4061,15624343,Napolitani,129668,650,Female,50,0,42028
4062,15582149,Ts'ui,129668,850,Female,34,1,88744
4063,15793042,Sung,129669,629,Male,39,1,82774
4064,15797194,T'ao,129675,570,Male,39,1,80552
4065,15731669,Szabados,129710,554,Male,39,1,173197
4066,15738954,Pisano,129717,551,Male,35,0,86937
4067,15640442,Standish,129723,717,Male,31,0,41177
4068,15681924,Ekwueme,129729,747,Male,38,1,89290
4069,15679283,Parkhill,129732,694,Female,33,1,178124
4070,15720671,Ibezimako,129735,704,Male,42,1,179566
4071,15688644,Holloway,129744,603,Male,31,1,109145
4072,15761241,Hsieh,129745,578,Female,36,1,143684
4073,15584091,Pitts,129749,742,Female,36,0,47272
4074,15600724,Scott,129751,567,Male,29,1,109258
4075,15645544,Nekrasov,129754,642,Female,30,1,583
4076,15686611,Moss,129756,495,Male,30,0,172750
4077,15775082,Stewart,129777,749,Male,42,0,143539
4078,15667934,Moretti,129804,512,Male,36,1,53021
4079,15789557,Howell-Price,129811,817,Female,27,1,59259
4080,15692750,McGregor,129818,629,Female,45,1,9218
4081,15753092,He,129829,791,Male,35,1,181918
4082,15617934,Septimus,129830,579,Male,36,1,60906
4083,15711309,Sumrall,129835,574,Male,33,1,193131
4084,15665221,Nwebube,129838,630,Male,26,0,197001
4085,15638494,Salinas,129845,625,Female,39,1,96445
4086,15624703,Okonkwo,129848,550,Male,35,1,197325
4087,15694510,Ifeanyichukwu,129855,725,Male,45,0,24219
4088,15589572,Otutodilichukwu,129856,785,Female,61,1,170215
4089,15582335,Brown,129860,556,Female,40,0,17993
4090,15700540,Barrera,129894,557,Female,38,0,102076
4091,15795963,Fiorentini,129895,687,Male,34,0,28698
4092,15726403,Glenny,129901,660,Male,41,1,26026
4093,15703778,Hughes,129908,728,Male,33,0,36084
4094,15593834,Genovese,129935,691,Male,36,0,75665
4095,15752463,Samuel,129938,826,Female,29,0,190201
4096,15672894,McCawley,129944,625,Female,36,0,198915
4097,15678882,Hay,129965,540,Male,37,0,19374
4098,15607301,Romano,129969,651,Female,63,1,11831
4099,15811290,Komarova,129975,680,Male,44,1,33391
4100,15566790,McIntyre,129992,598,Male,28,0,46041
4101,15705448,Gilbert,130013,647,Male,52,1,190806
4102,15689602,Findlay,130015,698,Male,38,1,41595
4103,15768600,Harris,130023,805,Male,50,1,62990
4104,15775905,Moore,130025,612,Female,47,1,45750
4105,15811486,Tang,130036,634,Female,29,0,69850
4106,15672912,Loggia,130052,737,Female,39,0,55356
4107,15607347,Olisaemeka,130056,734,Male,22,0,121894
4108,15778142,Shih,130090,850,Female,31,1,4466
4109,15641114,Power,130092,701,Male,37,1,120031
4110,15812720,Hooker,130110,807,Male,37,0,172098
4111,15587562,Hawkins,130114,484,Female,29,1,164018
4112,15695475,Maclean,130131,645,Male,29,0,196474
4113,15628319,Walker,130143,792,Female,28,1,38191
4114,15778005,Kemp,130148,785,Female,39,1,163798
4115,15598695,Fields,130169,834,Female,68,0,93112
4116,15633461,Pai,130171,639,Male,38,1,149600
4117,15632521,Cattaneo,130171,689,Male,45,1,150856
4118,15636551,Nixon,130181,711,Female,29,1,31811
4119,15737310,Thompson,130206,633,Male,29,1,184655
4120,15733872,Marino,130230,791,Female,33,0,54020
4121,15779913,Davidson,130232,586,Male,27,1,192427
4122,15792922,Tu,130233,639,Male,38,1,81861
4123,15583764,Wilkes,130240,791,Male,31,0,96547
4124,15809991,Ferrari,130274,756,Male,19,1,133535
4125,15720968,Young,130274,606,Male,27,1,147533
4126,15613282,Vorobyova,130306,757,Male,29,1,77469
4127,15770984,Fanucci,130334,697,Female,40,0,116951
4128,15766183,Ferguson,130335,580,Male,76,1,51672
4129,15736078,Ting,130368,730,Female,33,1,15142
4130,15654292,Vessels,130368,565,Male,33,1,105642
4131,15752502,Cooke,130386,615,Male,41,0,130662
4132,15679611,Andrews,130405,734,Female,37,0,34549
4133,15622833,Mahon,130420,835,Female,29,0,106277
4134,15789379,Zetticci,130429,762,Male,26,1,173366
4135,15586522,Hunter,130461,608,Male,37,1,21967
4136,15654346,Poninski,130464,679,Male,35,1,37341
4137,15743067,Fuller,130484,625,Male,26,1,122811
4138,15764153,Rowe,130499,704,Female,33,1,74804
4139,15755649,Winter-Irving,130539,584,Male,47,1,92916
4140,15647898,Russell,130555,610,Female,50,1,184758
4141,15764841,Vidler,130557,623,Female,35,1,47881
4142,15810444,Aksenov,130565,562,Female,39,1,9855
4143,15684011,Miller,130575,576,Male,29,0,173630
4144,15585777,Pai,130589,710,Male,38,1,154998
4145,15784594,Mazzi,130622,549,Female,37,1,128500
4146,15804394,Brenan,130628,663,Male,32,1,47161
4147,15772216,Henry,130653,738,Female,67,0,22762
4148,15741693,Barnard,130662,693,Male,40,1,101919
4149,15710543,Okwuoma,130666,629,Male,46,1,161126
4150,15704081,Findlay,130682,595,Male,30,1,57863
4151,15810075,Fang,130695,648,Female,39,1,153955
4152,15692977,Ikenna,130701,612,Female,36,0,77593
4153,15569641,Sung,130701,692,Female,41,1,59354
4154,15668775,Pendred,130747,757,Male,47,1,143830
4155,15710257,Matveyeva,130787,625,Female,39,0,121316
4156,15581893,Ginikanwa,130789,747,Male,43,0,101495
4157,15630328,Bird,130796,635,Female,48,1,43250
4158,15761477,Golibe,130806,501,Male,24,1,80241
4159,15583137,Pope,130807,637,Female,48,1,132006
4160,15617301,Chamberlin,130810,774,Male,36,1,152290
4161,15595303,Johnston,130813,736,Male,46,1,77982
4162,15605461,Lucas,130830,594,Female,29,1,61049
4163,15798424,Glover,130855,833,Male,59,1,30723
4164,15718369,Kaodilinakachukwu,130862,795,Female,33,1,114935
4165,15631333,Wade,130866,677,Female,25,1,42410
4166,15593782,Brookes,130879,816,Female,38,1,71906
4167,15783958,Bates,130923,539,Female,37,0,2187
4168,15764431,Chinwenma,130929,671,Female,34,1,28238
4169,15685640,Dancy,130932,649,Female,41,1,144808
4170,15589195,Bluett,130934,766,Female,38,0,2036
4171,15678944,Brown,130936,655,Female,32,1,9242
4172,15661591,Panicucci,130970,413,Male,39,1,158892
4173,15807340,O'Donnell,131024,525,Male,33,0,55073
4174,15570533,Conti,131034,621,Female,55,0,75686
4175,15592412,Sun,131038,713,Male,45,1,74005
4176,15698474,Sagese,131040,601,Female,54,1,199662
4177,15704053,T'ang,131078,710,Male,62,1,119349
4178,15640260,Okorie,131082,595,Male,32,1,69429
4179,15576517,Everingham,131082,445,Female,34,1,70618
4180,15615753,Upchurch,131101,597,Female,35,1,192853
4181,15654574,Onyekachi,131143,499,Male,36,1,174918
4182,15648455,Kung,131157,647,Male,51,1,29884
4183,15770995,Sinclair,131161,753,Female,47,1,197445
4184,15630195,Johnstone,131185,745,Female,40,1,49816
4185,15647306,Gibbs,131241,777,Female,29,1,163746
4186,15605134,Bond,131245,617,Female,34,1,183229
4187,15680587,Esposito,131255,834,Male,23,1,20199
4188,15656613,McGregor,131283,646,Female,34,0,130501
4189,15746802,Onio,131286,477,Female,30,1,194144
4190,15581871,Butler,131287,504,Male,42,1,149698
4191,15772383,Toscani,131307,613,Male,36,0,83344
4192,15653547,Madukwe,131317,850,Male,56,1,119175
4193,15761053,Lock,131326,596,Male,48,0,1140
4194,15649457,Macleod,131341,588,Male,41,0,7035
4195,15575581,Dickson,131345,614,Female,30,1,54777
4196,15641480,Sinnett,131354,571,Male,32,1,125257
4197,15720155,Tao,131354,630,Male,29,0,9324
4198,15655123,Dumetolisa,131355,505,Female,45,1,195395
4199,15750808,Ma,131365,790,Male,46,1,180291
4200,15711716,Ferguson,131368,580,Female,56,1,106919
4201,15661734,Taylor,131391,608,Male,42,1,71178
4202,15755196,Lavine,131395,834,Female,49,0,194366
4203,15579996,Iroawuchi,131402,524,Female,25,0,193668
4204,15777759,Boucaut,131407,570,Male,30,1,47952
4205,15690731,Wolfe,131411,645,Male,40,1,194656
4206,15815443,Lo,131415,527,Female,46,1,54948
4207,15726179,Ferrari,131433,757,Female,43,1,3497
4208,15617482,Milanesi,131442,489,Female,52,1,37240
4209,15597239,Ku,131468,548,Male,39,1,164976
4210,15680112,Stewart,131505,473,Female,35,1,189560
4211,15635703,Chu,131513,729,Female,39,1,193715
4212,15694453,Walker,131519,631,Male,37,1,51752
4213,15774224,Nixon,131564,613,Female,30,1,170639
4214,15797595,Greenhalgh,131570,709,Female,40,1,103971
4215,15679770,Smith,131584,611,Female,61,0,66238
4216,15700300,Okoli,131594,674,Female,44,0,171345
4217,15664754,Steele,131607,640,Male,39,0,6981
4218,15654859,Ngozichukwuka,131629,612,Female,63,1,122110
4219,15656937,Johnston,131643,468,Male,26,1,64436
4220,15598521,Ma,131647,580,Female,33,0,79775
4221,15611551,Hill,131660,676,Male,48,0,14152
4222,15655632,MacDonald,131691,655,Male,27,1,49481
4223,15786800,Gould,131695,723,Male,52,0,92874
4224,15602934,Dunn,131699,452,Female,33,1,151624
4225,15769504,Munro,131737,743,Female,34,1,108543
4226,15795370,Mazure,131753,648,Male,37,1,86895
4227,15701166,Chinedum,131754,660,Male,40,1,38762
4228,15655389,Leckie,131763,638,Male,41,1,47675
4229,15712807,Robertson,131765,556,Male,46,1,108501
4230,15589204,Farrar,131766,591,Male,33,1,118782
4231,15593736,Cook,131769,598,Female,46,0,184980
4232,15672594,Stevenson,131778,597,Female,60,0,10704
4233,15809777,Gadsden,131779,497,Female,55,1,9973
4234,15723818,Carpenter,131835,453,Female,37,1,8949
4235,15680706,Balashov,131835,537,Male,48,1,166477
4236,15707674,Marino,131853,515,Female,58,1,81437
4237,15732437,Rowley,131873,504,Female,44,1,158037
4238,15655961,Palermo,131899,756,Male,27,1,93302
4239,15780835,Liang,131908,652,Female,26,1,179270
4240,15782360,Rogers,131936,743,Male,65,1,96400
4241,15653222,Otutodilichukwu,131939,526,Female,32,1,1796
4242,15717898,Bruce,131946,542,Male,32,0,159738
4243,15732643,Pike,131955,386,Female,53,1,62515
4244,15732884,Trevisano,131960,676,Male,29,0,189269
4245,15796218,Wei,131969,814,Male,29,1,147694
4246,15743760,Davidson,131997,850,Male,31,1,178747
4247,15690021,Martin,132003,502,Female,42,0,28205
4248,15745827,Padovesi,132006,617,Male,30,1,142940
4249,15813862,Yevseyev,132045,526,Male,66,1,158366
4250,15591135,Forster,132058,726,Male,37,1,34744
4251,15656417,Marsh,132077,582,Female,39,1,192255
4252,15586236,Banks,132085,704,Male,31,1,54474
4253,15612931,Korovin,132089,722,Female,50,1,128262
4254,15766906,Salier,132116,742,Female,25,1,129934
4255,15758755,Beneventi,132122,729,Female,34,0,105409
4256,15616709,Bunton,132122,587,Female,38,0,31730
4257,15750772,Walker,132130,671,Female,38,0,76069
4258,15773751,Y?,132144,597,Female,29,1,158086
4259,15691624,Chidiebere,132150,820,Male,33,1,23068
4260,15757521,Ricci,132164,606,Male,35,0,164816
4261,15716449,Fraser,132168,527,Male,33,0,98734
4262,15674331,Bidwill,132174,576,Male,30,0,93767
4263,15692819,Toscani,132179,665,Male,32,0,11866
4264,15788151,Moore,132188,650,Male,32,1,178331
4265,15629128,Mamelu,132194,774,Male,42,1,162866
4266,15670528,Franz,132217,787,Male,43,1,20955
4267,15736069,Hsing,132253,767,Female,35,1,115567
4268,15643824,Johnston,132256,637,Male,33,0,74588
4269,15706036,Lombardo,132271,552,Male,38,1,46562
4270,15689886,Holden,132288,626,Male,39,1,51468
4271,15750248,Wright,132293,619,Female,35,1,65683
4272,15572291,Kao,132308,825,Male,40,0,117123
4273,15682541,Hartley,132312,616,Female,36,0,15463
4274,15648800,Paterson,132312,731,Female,21,1,106663
4275,15675522,Ko,132351,628,Female,30,1,74169
4276,15570141,P'eng,132353,724,Female,34,1,80320
4277,15795640,Mai,132371,683,Female,35,0,186124
4278,15769191,Lipton,132388,509,Male,55,1,170360
4279,15798975,Doherty,132404,606,Male,48,0,36092
4280,15772482,Iloerika,132406,829,Male,28,1,104889
4281,15771417,Thomas,132412,640,Male,43,0,69584
4282,15767818,Graham,132436,640,Male,55,1,979
4283,15780088,Porter,132440,607,Male,34,1,177748
4284,15717328,Hsueh,132446,842,Female,37,1,87071
4285,15677141,Turnbull,132450,586,Male,29,1,36177
4286,15655213,Udinese,132508,591,Female,51,1,161305
4287,15737404,Kesteven,132512,731,Male,31,1,185467
4288,15665129,Kapustin,132528,545,Male,33,0,107430
4289,15570060,Palerma,132558,586,Female,43,1,67047
4290,15661821,Johnstone,132572,798,Female,49,1,31686
4291,15619529,Ndukaku,132576,531,Male,27,0,7223
4292,15596939,Calabresi,132579,659,Male,36,1,84321
4293,15731790,Boyle,132591,697,Female,38,1,7388
4294,15613463,Hackett,132598,679,Female,50,1,184018
4295,15737452,Romeo,132603,653,Male,58,1,5098
4296,15673367,Humffray,132603,587,Male,33,1,55776
4297,15750104,Chan,132616,718,Male,43,1,32999
4298,15795228,Stewart,132624,756,Male,37,1,58974
4299,15788776,Landor,132624,588,Male,49,1,36293
4300,15790782,Baryshnikov,132629,661,Male,39,0,38813
4301,15592877,Wright,132658,641,Male,42,1,35367
4302,15593943,Chinagorom,132667,685,Female,43,1,41877
4303,15644453,Loggia,132671,606,Female,41,1,156476
4304,15722701,Bruno,132695,594,Male,18,1,167690
4305,15567897,Chiazagomekpere,132725,619,Male,23,1,143913
4306,15788930,Silva,132730,761,Male,37,1,199293
4307,15642468,Clark,132739,697,Male,42,0,174668
4308,15582116,Ma,132746,767,Female,45,1,26629
4309,15702377,Knorr,132760,627,Male,48,1,78899
4310,15742126,Chiu,132768,712,Male,38,1,59116
4311,15568819,Chiganu,132796,619,Female,42,1,191821
4312,15761102,T'ao,132836,707,Female,32,0,136877
4313,15697249,Lettiere,132838,546,Female,25,1,131647
4314,15581551,Yobachukwu,132838,850,Male,41,1,175347
4315,15574480,Ubanwa,132863,652,Male,31,0,158054
4316,15649024,Trujillo,132866,748,Female,39,1,59636
4317,15703614,Hutchinson,132876,564,Male,48,1,79260
4318,15803886,Barber,132877,629,Male,31,1,130862
4319,15671934,Veale,132907,552,Male,39,0,149384
4320,15694859,McLean,132932,751,Female,28,1,46630
4321,15591698,P'eng,132935,849,Female,49,1,171057
4322,15699486,Johnson,132945,745,Male,34,1,31803
4323,15791045,Boni,132952,568,Female,38,0,124486
4324,15695174,Chang,132955,654,Male,29,1,146715
4325,15779862,Lyons,133003,658,Female,31,0,146339
4326,15726046,Johnston,133010,712,Female,27,1,126809
4327,15786199,Hsing,133040,535,Male,33,1,110300
4328,15642787,Ijendu,133044,572,Male,37,0,111243
4329,15793331,Blair,133051,812,Male,32,1,89386
4330,15809143,White,133061,456,Male,32,1,125168
4331,15629750,Artyomova,133088,697,Male,35,1,64772
4332,15698786,Marcelo,133103,819,Female,39,1,27046
4333,15604706,Blake,133105,581,Male,38,1,105733
4334,15714006,Gardener,133112,482,Female,35,0,79958
4335,15652169,Buckley,133162,642,Male,35,0,122255
4336,15638983,Jara,133189,684,Female,38,0,127388
4337,15665766,T'ang,133191,698,Male,39,0,53289
4338,15779985,Lo,133200,750,Female,37,1,27367
4339,15738588,Nebechi,133200,660,Female,37,0,71434
4340,15668248,Quinn,133201,528,Female,62,0,168508
4341,15578835,Brookes,133205,675,Female,50,0,8270
4342,15602497,Honore,133214,850,Male,39,0,20770
4343,15747458,Folliero,133215,677,Female,43,1,95937
4344,15608804,Allan,133231,824,Male,49,1,67885
4345,15785559,De Luca,133237,678,Male,43,1,111033
4346,15725882,Feng,133246,618,Female,40,1,54496
4347,15811236,Burns,133261,705,Male,39,1,78066
4348,15663249,Howells,133292,575,Female,37,1,111175
4349,15734649,Martel,133296,779,Female,55,1,22833
4350,15799515,Wei,133297,652,Female,48,1,77764
4351,15691396,Ko,133300,405,Male,31,1,72950
4352,15769915,Charlton,133313,643,Female,20,1,3966
